PacketDropQueue Network.nodeTx.TrTx (#0 - General-0-20230516-09:40:54-20627),,PacketDropQueue Network.queue_0 (#0 - General-0-20230516-09:40:54-20627),,PacketDropQueue Network.queue_1 (#0 - General-0-20230516-09:40:54-20627),,PacketDropQueue Network.nodeRx.TrRx (#0 - General-0-20230516-09:40:54-20627),,PacketGen Network.nodeTx.gen (#0 - General-0-20230516-09:40:54-20627),,BufferSizeQueue Network.nodeTx.TrTx (#0 - General-0-20230516-09:40:54-20627),,BufferSizeQueue Network.queue_0 (#0 - General-0-20230516-09:40:54-20627),,BufferSizeQueue Network.nodeRx.TrRx (#0 - General-0-20230516-09:40:54-20627),,Delay Network.nodeRx.sink (#0 - General-0-20230516-09:40:54-20627),,PacketUsed Network.nodeRx.sink (#0 - General-0-20230516-09:40:54-20627),,BufferSizeQueue Network.queue_1 (#0 - General-0-20230516-09:40:54-20627),
0,0,0,0,0,0,0,0,0.119381175685,1,0.119381175685,1,0.219481175685,1,0.419581175685,1,0.519581175685,0.4002,0.519581175685,1,100.85365074958,1
,,,,,,,,0.254165233958,2,0.254165233958,1,0.354265233958,1,0.619581175685,1,0.719581175685,0.465415941726999957,0.719581175685,1,,
,,,,,,,,0.442554847665,3,0.442554847665,1,0.542654847665,1,0.819581175685,1,0.919581175685,0.47702632802,0.919581175685,1,,
,,,,,,,,0.721495479476,4,0.721495479476,1,0.821595479476,1,1.021695479476,1,1.121695479476,0.4002,1.121695479476,1,,
,,,,,,,,0.859978949197,5,0.859978949197,1,0.960078949197,1,1.221695479476,1,1.321695479476,0.461716530278999946,1.321695479476,1,,
,,,,,,,,1.15271074958,6,1.15271074958,1,1.25281074958,1,1.45291074958,1,1.55291074958,0.4002,1.55291074958,1,,
,,,,,,,,1.270790920577,7,1.270790920577,1,1.370890920577,1,1.65291074958,1,1.75291074958,0.482119829002999986,1.75291074958,1,,
,,,,,,,,1.552635528707,8,1.552635528707,1,1.652735528707,1,1.85291074958,1,1.95291074958,0.400275220872999935,1.95291074958,1,,
,,,,,,,,1.635292801708,9,1.635292801708,1,1.752735528707,1,2.05291074958,1,2.15291074958,0.517617947871999992,2.15291074958,1,,
,,,,,,,,1.781843765667,10,1.781843765667,1,1.881943765667,1,2.25291074958,1,2.35291074958,0.571066983913000035,2.35291074958,1,,
,,,,,,,,1.937567660767,11,1.937567660767,1,2.037667660767,2,2.45291074958,1,2.55291074958,0.615343088813000037,2.55291074958,1,,
,,,,,,,,2.010336885325,12,2.010336885325,1,2.137667660767,2,2.65291074958,1,2.75291074958,0.742573864254999935,2.75291074958,1,,
,,,,,,,,2.096664764857,13,2.096664764857,1,2.237667660767,3,2.85291074958,1,2.95291074958,0.856245984722999948,2.95291074958,1,,
,,,,,,,,2.149638635728,14,2.149638635728,1,2.337667660767,3,3.05291074958,1,3.15291074958,1.003272113851999765,3.15291074958,1,,
,,,,,,,,2.483167299033,15,2.483167299033,1,2.583267299033,3,3.25291074958,1,3.35291074958,0.869743450546999859,3.35291074958,1,,
,,,,,,,,2.491924999397,16,2.491924999397,1,2.683267299033,3,3.45291074958,1,3.55291074958,1.060985750182999782,3.55291074958,1,,
,,,,,,,,2.989161841386,17,2.989161841386,1,3.089261841386,2,3.65291074958,1,3.75291074958,0.763748908193999873,3.75291074958,1,,
,,,,,,,,3.036915262512,18,3.036915262512,1,3.189261841386,3,3.85291074958,1,3.95291074958,0.915995487068000043,3.95291074958,1,,
,,,,,,,,3.109455578254,19,3.109455578254,1,3.289261841386,3,4.05291074958,1,4.15291074958,1.043455171325999848,4.15291074958,1,,
,,,,,,,,3.206872530492,20,3.206872530492,1,3.389261841386,4,4.25291074958,1,4.35291074958,1.146038219088000072,4.35291074958,1,,
,,,,,,,,3.442206948135,21,3.442206948135,1,3.542306948135,4,4.45291074958,1,4.55291074958,1.110703801444999689,4.55291074958,1,,
,,,,,,,,3.693038628184,22,3.693038628184,1,3.793138628184,4,4.65291074958,1,4.75291074958,1.059872121395999841,4.75291074958,1,,
,,,,,,,,3.805939745181,23,3.805939745181,1,3.906039745181,4,4.85291074958,1,4.95291074958,1.146971004399000011,4.95291074958,1,,
,,,,,,,,3.904022130264,24,3.904022130264,1,4.006039745181,5,5.05291074958,1,5.15291074958,1.24888861931599981,5.15291074958,1,,
,,,,,,,,4.029937058199,25,4.029937058199,1,4.130037058199,5,5.25291074958,1,5.35291074958,1.322973691380999732,5.35291074958,1,,
,,,,,,,,4.104767859551,26,4.104767859551,1,4.230037058199,6,5.45291074958,1,5.55291074958,1.44814289002900009,5.55291074958,1,,
,,,,,,,,4.494505972428,27,4.494505972428,1,4.594605972428,5,5.65291074958,1,5.75291074958,1.258404777151999716,5.75291074958,1,,
,,,,,,,,4.765761362069,28,4.765761362069,1,4.865861362069,4,5.85291074958,1,5.95291074958,1.187149387510999961,5.95291074958,1,,
,,,,,,,,4.776814165389,29,4.776814165389,1,4.965861362069,5,6.05291074958,1,6.15291074958,1.376096584191,6.15291074958,1,,
,,,,,,,,4.838550864825,30,4.838550864825,2,5.065861362069,5,6.25291074958,1,6.35291074958,1.514359884754999712,6.35291074958,1,,
,,,,,,,,4.852225018744,31,4.852225018744,3,5.165861362069,6,6.45291074958,1,6.55291074958,1.700685730835999715,6.55291074958,1,,
,,,,,,,,5.00891689499,32,5.00891689499,2,5.265861362069,6,6.65291074958,1,6.75291074958,1.74399385458999977,6.75291074958,1,,
,,,,,,,,5.01198073325,33,5.01198073325,3,5.365861362069,7,6.85291074958,1,6.95291074958,1.940930016329999832,6.95291074958,1,,
,,,,,,,,5.080867953838,34,5.080867953838,3,5.465861362069,7,7.05291074958,1,7.15291074958,2.072042795742000003,7.15291074958,1,,
,,,,,,,,5.348991103354,35,5.348991103354,2,5.565861362069,8,7.25291074958,1,7.35291074958,2.003919646225999601,7.35291074958,1,,
,,,,,,,,5.821516592655,36,5.821516592655,1,5.921616592655,7,7.45291074958,1,7.55291074958,1.731394156924999976,7.55291074958,1,,
,,,,,,,,6.047384231451,37,6.047384231451,1,6.147484231451,7,7.65291074958,1,7.75291074958,1.705526518129000018,7.75291074958,1,,
,,,,,,,,6.070068859501,38,6.070068859501,1,6.247484231451,8,7.85291074958,1,7.95291074958,1.882841890078999816,7.95291074958,1,,
,,,,,,,,6.376115998192,39,6.376115998192,1,6.476215998192,7,8.05291074958,1,8.15291074958,1.776794751388000018,8.15291074958,1,,
,,,,,,,,6.682249830579,40,6.682249830579,1,6.782349830579,7,8.25291074958,1,8.35291074958,1.670660919000999991,8.35291074958,1,,
,,,,,,,,7.25903311095,41,7.25903311095,1,7.35913311095,5,8.45291074958,1,8.55291074958,1.293877638629999708,8.55291074958,1,,
,,,,,,,,7.355289486852,42,7.355289486852,1,7.45913311095,5,8.65291074958,1,8.75291074958,1.397621262727999796,8.75291074958,1,,
,,,,,,,,7.596075420411,43,7.596075420411,1,7.696175420411,5,8.85291074958,1,8.95291074958,1.356835329168999843,8.95291074958,1,,
,,,,,,,,7.838175731645,44,7.838175731645,1,7.938275731645,5,9.05291074958,1,9.15291074958,1.314735017934999912,9.15291074958,1,,
,,,,,,,,7.931015150589,45,7.931015150589,1,8.038275731645,6,9.25291074958,1,9.35291074958,1.421895598991000038,9.35291074958,1,,
,,,,,,,,8.041259813767,46,8.041259813767,1,8.141359813767,6,9.45291074958,1,9.55291074958,1.51165093581299991,9.55291074958,1,,
,,,,,,,,8.268740209866,47,8.268740209866,1,8.368840209866,6,9.65291074958,1,9.75291074958,1.484170539713999918,9.75291074958,1,,
,,,,,,,,8.439131051123,48,8.439131051123,1,8.539231051123,6,9.85291074958,1,9.95291074958,1.513779698456999772,9.95291074958,1,,
,,,,,,,,8.458012212539,49,8.458012212539,1,8.639231051123,7,10.05291074958,1,10.15291074958,1.694898537040999901,10.15291074958,1,,
,,,,,,,,8.649296367873,50,8.649296367873,1,8.749396367873,7,10.25291074958,1,10.35291074958,1.70361438170699974,10.35291074958,1,,
,,,,,,,,8.802511149025,51,8.802511149025,1,8.902611149025,7,10.45291074958,1,10.55291074958,1.750399600554999762,10.55291074958,1,,
,,,,,,,,8.933359328281,52,8.933359328281,1,9.033459328281,8,10.65291074958,1,10.75291074958,1.819551421298999822,10.75291074958,1,,
,,,,,,,,8.956568780356,53,8.956568780356,1,9.133459328281,8,10.85291074958,1,10.95291074958,1.996341969223999862,10.95291074958,1,,
