PacketDropQueue Network.nodeTx.TrTx (#0 - General-0-20230516-09:46:38-20937),,PacketDropQueue Network.queue_0 (#0 - General-0-20230516-09:46:38-20937),,PacketDropQueue Network.queue_1 (#0 - General-0-20230516-09:46:38-20937),,PacketDropQueue Network.nodeRx.TrRx (#0 - General-0-20230516-09:46:38-20937),,PacketGen Network.nodeTx.gen (#0 - General-0-20230516-09:46:38-20937),,BufferSizeQueue Network.nodeTx.TrTx (#0 - General-0-20230516-09:46:38-20937),,BufferSizeQueue Network.queue_0 (#0 - General-0-20230516-09:46:38-20937),,BufferSizeQueue Network.nodeRx.TrRx (#0 - General-0-20230516-09:46:38-20937),,Delay Network.nodeRx.sink (#0 - General-0-20230516-09:46:38-20937),,PacketUsed Network.nodeRx.sink (#0 - General-0-20230516-09:46:38-20937),
,,,,,,,,13.129370360931,58,13.129370360931,1,13.307081128804,1,13.659615670453,1,13.759615670453,0.630245309521999972,13.759615670453,1
,,,,,,,,13.236483504977,59,13.236483504977,1,13.407081128804,2,13.859615670453,1,13.959615670453,0.723132165475999895,13.959615670453,1
,,,,,,,,13.364822445383,60,13.364822445383,1,13.507081128804,2,14.059615670453,1,14.159615670453,0.794793225070000048,14.159615670453,1
,,,,,,,,13.426278515814,61,13.426278515814,1,13.607081128804,3,14.259615670453,1,14.359615670453,0.933337154638999904,14.359615670453,1
,,,,,,,,13.46751917222,62,13.46751917222,2,13.707081128804,3,14.459615670453,1,14.559615670453,1.092096498232999919,14.559615670453,1
,,,,,,,,13.76517013737,63,13.76517013737,1,13.86527013737,3,14.659615670453,1,14.759615670453,0.994445533082999985,14.759615670453,1
,,,,,,,,14.032228174295,64,14.032228174295,1,14.132328174295,3,14.859615670453,1,14.959615670453,0.927387496157999976,14.959615670453,1
,,,,,,,,14.154044658932,65,14.154044658932,1,14.254144658932,4,15.059615670453,1,15.159615670453,1.005571011520999921,15.159615670453,1
,,,,,,,,14.202854357079,66,14.202854357079,1,14.354144658932,4,15.259615670453,1,15.359615670453,1.156761313374000005,15.359615670453,1
,,,,,,,,14.370921298201,67,14.370921298201,1,14.471021298201,4,15.459615670453,1,15.559615670453,1.188694372251999805,15.559615670453,1
,,,,,,,,14.399976903659,68,14.399976903659,1,14.571021298201,5,15.659615670453,1,15.759615670453,1.359638766793999747,15.759615670453,1
,,,,,,,,14.403770617499,69,14.403770617499,2,14.671021298201,5,15.859615670453,1,15.959615670453,1.55584505295399999,15.959615670453,1
,,,,,,,,14.482124779634,70,14.482124779634,2,14.771021298201,6,16.059615670453,1,16.159615670453,1.677490890819000038,16.159615670453,1
,,,,,,,,14.674400967447,71,14.674400967447,1,14.871021298201,6,16.259615670453,1,16.359615670453,1.68521470300599984,16.359615670453,1
,,,,,,,,14.706828265336,72,14.706828265336,2,14.971021298201,7,16.459615670453,1,16.559615670453,1.852787405116999678,16.559615670453,1
,,,,,,,,14.896227600771,73,14.896227600771,1,15.071021298201,7,16.659615670453,1,16.759615670453,1.863388069681999762,16.759615670453,1
,,,,,,,,14.946515987186,74,14.946515987186,2,15.171021298201,8,16.859615670453,1,16.959615670453,2.013099683266999831,16.959615670453,1
,,,,,,,,15.13842558266,75,15.13842558266,1,15.271021298201,8,17.059615670453,1,17.159615670453,2.021190087792999351,17.159615670453,1
,,,,,,,,15.236136992522,76,15.236136992522,1,15.371021298201,9,17.259615670453,1,17.359615670453,2.12347867793099975,17.359615670453,1
,,,,,,,,15.811719996778,77,15.811719996778,1,15.911819996778,7,17.459615670453,1,17.559615670453,1.747895673674999976,17.559615670453,1
,,,,,,,,16.277502671621,78,16.277502671621,1,16.377602671621,6,17.659615670453,1,17.759615670453,1.48211299883200009,17.759615670453,1
,,,,,,,,16.506530462561,79,16.506530462561,1,16.606630462561,6,17.859615670453,1,17.959615670453,1.45308520789199979,17.959615670453,1
,,,,,,,,16.626079677925,80,16.626079677925,1,16.726179677925,6,18.059615670453,1,18.159615670453,1.533535992527999876,18.159615670453,1
,,,,,,,,16.715183376935,81,16.715183376935,1,16.826179677925,7,18.259615670453,1,18.359615670453,1.644432293517999791,18.359615670453,1
,,,,,,,,16.905082293634,82,16.905082293634,1,17.005182293634,7,18.459615670453,1,18.559615670453,1.654533376818999806,18.559615670453,1
,,,,,,,,17.019988774982,83,17.019988774982,1,17.120088774982,7,18.659615670453,1,18.759615670453,1.739626895470999907,18.759615670453,1
,,,,,,,,17.485258987321,84,17.485258987321,1,17.585358987321,6,18.859615670453,1,18.959615670453,1.474356683132000071,18.959615670453,1
,,,,,,,,17.724480547212,85,17.724480547212,1,17.824580547212,6,19.059615670453,1,19.159615670453,1.435135123240999892,19.159615670453,1
,,,,,,,,17.745392792367,86,17.745392792367,1,17.924580547212,6,19.259615670453,1,19.359615670453,1.614222878085999727,19.359615670453,1
,,,,,,,,17.75781585046,87,17.75781585046,2,18.024580547212,7,19.459615670453,1,19.559615670453,1.801799819993000087,19.559615670453,1
,,,,,,,,18.457858587351,88,18.457858587351,1,18.557958587351,5,19.659615670453,1,19.759615670453,1.301757083101999775,19.759615670453,1
,,,,,,,,18.677641080861,89,18.677641080861,1,18.777741080861,5,19.859615670453,1,19.959615670453,1.281974589592000053,19.959615670453,1
,,,,,,,,18.889407907159,90,18.889407907159,1,18.989507907159,5,20.059615670453,1,20.159615670453,1.270207763294000083,20.159615670453,1
,,,,,,,,19.111527396296,91,19.111527396296,1,19.211627396296,5,20.259615670453,1,20.359615670453,1.248088274156999847,20.359615670453,1
,,,,,,,,19.1490126095,92,19.1490126095,1,19.311627396296,5,20.459615670453,1,20.559615670453,1.410603060953000025,20.559615670453,1
,,,,,,,,19.196253950717,93,19.196253950717,2,19.411627396296,6,20.659615670453,1,20.759615670453,1.563361719735999682,20.759615670453,1
,,,,,,,,19.284934756441,94,19.284934756441,2,19.511627396296,6,20.859615670453,1,20.959615670453,1.674680914011999803,20.959615670453,1
,,,,,,,,19.312540494127,95,19.312540494127,2,19.611627396296,7,21.059615670453,1,21.159615670453,1.847075176325999815,21.159615670453,1
,,,,,,,,19.590349032085,96,19.590349032085,1,19.711627396296,7,21.259615670453,1,21.359615670453,1.769266638367999791,21.359615670453,1
,,,,,,,,19.666141424942,97,19.666141424942,1,19.811627396296,8,21.459615670453,1,21.559615670453,1.893474245510999845,21.559615670453,1
,,,,,,,,19.853353736896,98,19.853353736896,1,19.953453736896,8,21.659615670453,1,21.759615670453,1.906261933556999901,21.759615670453,1
,,,,,,,,19.943774148941,99,19.943774148941,1,20.053453736896,9,21.859615670453,1,21.959615670453,2.015841521511999791,21.959615670453,1
,,,,,,,,20.022396660402,100,20.022396660402,1,20.153453736896,9,22.059615670453,1,22.159615670453,2.137219010051000001,22.159615670453,1
,,,,,,,,20.191282219108,101,20.191282219108,1,20.291382219108,9,22.259615670453,1,22.359615670453,2.168333451345000097,22.359615670453,1
,,,,,,,,20.199118850391,102,20.199118850391,1,20.391382219108,10,22.459615670453,1,22.559615670453,2.360496820062000002,22.559615670453,1
,,,,,,,,20.314583712552,103,20.314583712552,1,20.491382219108,10,22.659615670453,1,22.759615670453,2.445031957900999572,22.759615670453,1
,,,,,,,,20.515757913585,104,20.515757913585,1,20.615857913585,11,22.859615670453,1,22.959615670453,2.443857756867999765,22.959615670453,1
,,,,,,,,21.40665728282,105,21.40665728282,1,21.50675728282,7,23.059615670453,1,23.159615670453,1.752958387632999927,23.159615670453,1
,,,,,,,,22.045246611231,106,22.045246611231,1,22.145346611231,5,23.259615670453,1,23.359615670453,1.314369059221999865,23.359615670453,1
,,,,,,,,22.066773632862,107,22.066773632862,1,22.245346611231,6,23.459615670453,1,23.559615670453,1.492842037591000085,23.559615670453,1
,,,,,,,,22.278338915532,108,22.278338915532,1,22.378438915532,6,23.659615670453,1,23.759615670453,1.481276754920999745,23.759615670453,1
,,,,,,,,22.325199219287,109,22.325199219287,1,22.478438915532,6,23.859615670453,1,23.959615670453,1.634416451165999976,23.959615670453,1
,,,,,,,,22.526803068371,110,22.526803068371,1,22.626903068371,7,24.059615670453,1,24.159615670453,1.632812602081999735,24.159615670453,1
,,,,,,,,22.561985777456,111,22.561985777456,1,22.726903068371,7,24.259615670453,1,24.359615670453,1.797629892997000035,24.359615670453,1
,,,,,,,,23.634005847505,112,23.634005847505,1,23.734105847505,3,24.459615670453,1,24.559615670453,0.925609822947999867,24.559615670453,1
,,,,,,,,23.845754390524,113,23.845754390524,1,23.945854390524,3,24.659615670453,1,24.759615670453,0.91386127992900001,24.759615670453,1
,,,,,,,,24.020137561249,114,24.020137561249,1,24.120237561249,3,24.859615670453,1,24.959615670453,0.939478109203999875,24.959615670453,1
,,,,,,,,24.078553667902,115,24.078553667902,1,24.220237561249,4,25.059615670453,1,25.159615670453,1.081062002551000039,25.159615670453,1
,,,,,,,,24.185566603319,116,24.185566603319,1,24.320237561249,4,25.259615670453,1,25.359615670453,1.174049067133999808,25.359615670453,1
,,,,,,,,24.311154919517,117,24.311154919517,1,24.420237561249,5,25.459615670453,1,25.559615670453,1.248460750935999726,25.559615670453,1
,,,,,,,,24.439911119838,118,24.439911119838,1,24.540011119838,5,25.659615670453,1,25.759615670453,1.319704550615000021,25.759615670453,1
,,,,,,,,24.495966521534,119,24.495966521534,1,24.640011119838,6,25.859615670453,1,25.959615670453,1.46364914891899999,25.959615670453,1
,,,,,,,,24.691339336348,120,24.691339336348,1,24.791439336348,6,26.059615670453,1,26.159615670453,1.468276334105000018,26.159615670453,1
,,,,,,,,24.725964827577,121,24.725964827577,1,24.891439336348,6,26.259615670453,1,26.359615670453,1.633650842875999926,26.359615670453,1
,,,,,,,,24.808465073561,122,24.808465073561,1,24.991439336348,7,26.459615670453,1,26.559615670453,1.751150596891999803,26.559615670453,1
,,,,,,,,24.831856155519,123,24.831856155519,2,25.091439336348,7,26.659615670453,1,26.759615670453,1.927759514933999877,26.759615670453,1
,,,,,,,,25.056489815826,124,25.056489815826,1,25.191439336348,8,26.859615670453,1,26.959615670453,1.903125854627000003,26.959615670453,1
,,,,,,,,25.270104255256,125,25.270104255256,1,25.370204255256,8,27.059615670453,1,27.159615670453,1.889511415197000047,27.159615670453,1
,,,,,,,,25.346415423931,126,25.346415423931,1,25.470204255256,8,27.259615670453,1,27.359615670453,2.013200246521999571,27.359615670453,1
,,,,,,,,25.376157877781,127,25.376157877781,1,25.570204255256,9,27.459615670453,1,27.559615670453,2.183457792671999785,27.559615670453,1
,,,,,,,,25.677484944436,128,25.677484944436,1,25.777584944436,9,27.659615670453,1,27.759615670453,2.082130726016999663,27.759615670453,1
,,,,,,,,25.721261063737,129,25.721261063737,1,25.877584944436,9,27.859615670453,1,27.959615670453,2.238354606715999383,27.959615670453,1
,,,,,,,,26.318699042107,130,26.318699042107,1,26.418799042107,8,28.059615670453,1,28.159615670453,1.840916628345999663,28.159615670453,1
,,,,,,,,26.410701833655,131,26.410701833655,1,26.518799042107,8,28.259615670453,1,28.359615670453,1.948913836797999891,28.359615670453,1
,,,,,,,,26.627955709831,132,26.627955709831,1,26.728055709831,8,28.459615670453,1,28.559615670453,1.931659960621999952,28.559615670453,1
,,,,,,,,26.972022041374,133,26.972022041374,1,27.072122041374,7,28.659615670453,1,28.759615670453,1.787593629078999762,28.759615670453,1
,,,,,,,,26.97475495706,134,26.97475495706,1,27.172122041374,8,28.859615670453,1,28.959615670453,1.984860713393000066,28.959615670453,1
,,,,,,,,26.995183933365,135,26.995183933365,2,27.272122041374,8,29.059615670453,1,29.159615670453,2.164431737087999952,29.159615670453,1
,,,,,,,,27.190204320196,136,27.190204320196,1,27.372122041374,9,29.259615670453,1,29.359615670453,2.169411350256999596,29.359615670453,1
,,,,,,,,27.554168104053,137,27.554168104053,1,27.654268104053,9,29.459615670453,1,29.559615670453,2.005447566399999983,29.559615670453,1
,,,,,,,,27.778130977204,138,27.778130977204,1,27.878230977204,8,29.659615670453,1,29.759615670453,1.981484693249,29.759615670453,1
,,,,,,,,27.798337932266,139,27.798337932266,1,27.978230977204,9,29.859615670453,1,29.959615670453,2.161277738186999633,29.959615670453,1
,,,,,,,,28.513055606735,140,28.513055606735,1,28.613155606735,7,30.059615670453,1,30.159615670453,1.646560063717999782,30.159615670453,1
,,,,,,,,29.262861898652,141,29.262861898652,1,29.362961898652,4,30.259615670453,1,30.359615670453,1.096753771801000083,30.359615670453,1
,,,,,,,,29.68392615881,142,29.68392615881,1,29.78402615881,3,30.459615670453,1,30.559615670453,0.875689511642999903,30.559615670453,1
,,,,,,,,29.810393478089,143,29.810393478089,1,29.910493478089,3,30.659615670453,1,30.759615670453,0.949222192363999847,30.759615670453,1
,,,,,,,,29.952910196756,144,29.952910196756,1,30.053010196756,4,30.859615670453,1,30.959615670453,1.006705473697000026,30.959615670453,1
,,,,,,,,30.705295653657,145,30.705295653657,1,30.805395653657,1,31.059615670453,1,31.159615670453,0.454320016795999979,31.159615670453,1
,,,,,,,,30.716761038942,146,30.716761038942,1,30.905395653657,1,31.259615670453,1,31.359615670453,0.642854631510999971,31.359615670453,1
,,,,,,,,30.902456738322,147,30.902456738322,1,31.005395653657,2,31.459615670453,1,31.559615670453,0.657158932130999848,31.559615670453,1
,,,,,,,,31.02244611565,148,31.02244611565,1,31.12254611565,2,31.659615670453,1,31.759615670453,0.737169554802999945,31.759615670453,1
,,,,,,,,31.29129517008,149,31.29129517008,1,31.39139517008,2,31.859615670453,1,31.959615670453,0.668320500372999946,31.959615670453,1
,,,,,,,,31.295333195709,150,31.295333195709,1,31.49139517008,2,32.059615670453,1,32.159615670453,0.864282474743999881,32.159615670453,1
,,,,,,,,31.303328455521,151,31.303328455521,2,31.59139517008,3,32.259615670453,1,32.359615670453,1.056287214931999946,32.359615670453,1
,,,,,,,,31.419904133294,152,31.419904133294,2,31.69139517008,3,32.459615670453,1,32.559615670453,1.139711537159000083,32.559615670453,1
,,,,,,,,31.486386181487,153,31.486386181487,3,31.79139517008,4,32.659615670453,1,32.759615670453,1.273229488965999851,32.759615670453,1
,,,,,,,,32.264700206056,154,32.264700206056,1,32.364800206056,2,32.859615670453,1,32.959615670453,0.694915464396999912,32.959615670453,1
,,,,,,,,32.290311559118,155,32.290311559118,1,32.464800206056,2,33.059615670453,1,33.159615670453,0.869304111334999959,33.159615670453,1
,,,,,,,,32.379395451502,156,32.379395451502,1,32.564800206056,3,33.259615670453,1,33.359615670453,0.980220218950999863,33.359615670453,1
,,,,,,,,32.449630669378,157,32.449630669378,2,32.664800206056,3,33.459615670453,1,33.559615670453,1.109985001075000082,33.559615670453,1
,,,,,,,,32.580759926251,158,32.580759926251,1,32.764800206056,4,33.659615670453,1,33.759615670453,1.178855744202000006,33.759615670453,1
,,,,,,,,32.606037653536,159,32.606037653536,2,32.864800206056,4,33.859615670453,1,33.959615670453,1.353578016916999965,33.959615670453,1
,,,,,,,,32.839412358846,160,32.839412358846,1,32.964800206056,5,34.059615670453,1,34.159615670453,1.320203311606999992,34.159615670453,1
,,,,,,,,32.915952548618,161,32.915952548618,1,33.064800206056,5,34.259615670453,1,34.359615670453,1.443663121834999781,34.359615670453,1
,,,,,,,,33.340799988018,162,33.340799988018,1,33.440899988018,5,34.459615670453,1,34.559615670453,1.218815682434999821,34.559615670453,1
,,,,,,,,33.447776863169,163,33.447776863169,1,33.547876863169,5,34.659615670453,1,34.759615670453,1.311838807283999923,34.759615670453,1
,,,,,,,,33.948559219786,164,33.948559219786,1,34.048659219786,4,34.859615670453,1,34.959615670453,1.011056450666999669,34.959615670453,1
,,,,,,,,33.961818700082,165,33.961818700082,1,34.148659219786,4,35.059615670453,1,35.159615670453,1.197796970370999853,35.159615670453,1
,,,,,,,,34.010697789698,166,34.010697789698,2,34.248659219786,5,35.259615670453,1,35.359615670453,1.348917880754999738,35.359615670453,1
,,,,,,,,34.246535695111,167,34.246535695111,1,34.348659219786,5,35.459615670453,1,35.559615670453,1.313079975341999711,35.559615670453,1
,,,,,,,,34.413104398324,168,34.413104398324,1,34.513204398324,5,35.659615670453,1,35.759615670453,1.346511272128999786,35.759615670453,1
,,,,,,,,34.580323904718,169,34.580323904718,1,34.680423904718,5,35.859615670453,1,35.959615670453,1.37929176573499967,35.959615670453,1
,,,,,,,,34.980972009219,170,34.980972009219,1,35.081072009219,4,36.059615670453,1,36.159615670453,1.178643661234000101,36.159615670453,1
,,,,,,,,35.042654977239,171,35.042654977239,1,35.181072009219,5,36.259615670453,1,36.359615670453,1.316960693213999883,36.359615670453,1
,,,,,,,,35.184904564682,172,35.184904564682,1,35.285004564682,5,36.459615670453,1,36.559615670453,1.37471110577099997,36.559615670453,1
,,,,,,,,35.333056354771,173,35.333056354771,1,35.433156354771,6,36.659615670453,1,36.759615670453,1.426559315681999778,36.759615670453,1
,,,,,,,,35.830172826166,174,35.830172826166,1,35.930272826166,4,36.859615670453,1,36.959615670453,1.129442844286999919,36.959615670453,1
,,,,,,,,35.84990288785,175,35.84990288785,1,36.030272826166,5,37.059615670453,1,37.159615670453,1.309712782602999942,37.159615670453,1
,,,,,,,,36.357963789442,176,36.357963789442,1,36.458063789442,4,37.259615670453,1,37.359615670453,1.001651881010999996,37.359615670453,1
,,,,,,,,36.529542917657,177,36.529542917657,1,36.629642917657,4,37.459615670453,1,37.559615670453,1.030072752795999853,37.559615670453,1
,,,,,,,,36.546897014125,178,36.546897014125,1,36.729642917657,4,37.659615670453,1,37.759615670453,1.212718656327999682,37.759615670453,1
,,,,,,,,37.07674819986,179,37.07674819986,1,37.17684819986,3,37.859615670453,1,37.959615670453,0.882867470592999966,37.959615670453,1
,,,,,,,,37.141816282966,180,37.141816282966,1,37.27684819986,3,38.059615670453,1,38.159615670453,1.017799387486999935,38.159615670453,1
,,,,,,,,37.218528325786,181,37.218528325786,1,37.37684819986,4,38.259615670453,1,38.359615670453,1.141087344667000009,38.359615670453,1
,,,,,,,,37.220408475919,182,37.220408475919,2,37.47684819986,4,38.459615670453,1,38.559615670453,1.339207194534000048,38.559615670453,1
,,,,,,,,37.440577657937,183,37.440577657937,1,37.57684819986,5,38.659615670453,1,38.759615670453,1.31903801251599972,38.759615670453,1
,,,,,,,,37.810043188137,184,37.810043188137,1,37.910143188137,4,38.859615670453,1,38.959615670453,1.14957248231600006,38.959615670453,1
,,,,,,,,37.838309330849,185,37.838309330849,1,38.010143188137,5,39.059615670453,1,39.159615670453,1.321306339603999896,39.159615670453,1
