PacketDropQueue Network.nodeTx.TrTx (#0 - General-0-20230516-07:13:25-15547),,PacketDropQueue Network.queue_0 (#0 - General-0-20230516-07:13:25-15547),,PacketDropQueue Network.queue_1 (#0 - General-0-20230516-07:13:25-15547),,PacketDropQueue Network.nodeRx.TrRx (#0 - General-0-20230516-07:13:25-15547),,PacketGen Network.nodeTx.gen (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.nodeTx.TrTx (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.queue_0 (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.nodeRx.TrRx (#0 - General-0-20230516-07:13:25-15547),,Delay Network.nodeRx.sink (#0 - General-0-20230516-07:13:25-15547),,PacketUsed Network.nodeRx.sink (#0 - General-0-20230516-07:13:25-15547),,BufferSizeQueue Network.queue_1 (#0 - General-0-20230516-07:13:25-15547),
,,,,,,,,10.011198330196,100,10.011198330196,9,10.979807835223,45,20.179787450457,1,20.279787450457,10.26858912026099797,20.279787450457,1,,
,,,,,,,,10.095641109549,101,10.095641109549,9,11.079807835223,46,20.379787450457,1,20.479787450457,10.38414634090799988,20.479787450457,1,,
,,,,,,,,10.09955942519,102,10.09955942519,10,11.179807835223,46,20.579787450457,1,20.679787450457,10.58022802526699731,20.679787450457,1,,
,,,,,,,,10.157291856271,103,10.157291856271,11,11.279807835223,47,20.779787450457,1,20.879787450457,10.72249559418600025,20.879787450457,1,,
,,,,,,,,10.257878956788,104,10.257878956788,11,11.379807835223,47,20.979787450457,1,21.079787450457,10.8219084936689995,21.079787450457,1,,
,,,,,,,,10.703328641406,105,10.703328641406,7,11.479807835223,48,21.179787450457,1,21.279787450457,10.57645880905099741,21.279787450457,1,,
,,,,,,,,11.022623305611,106,11.022623305611,5,11.579807835223,48,21.379787450457,1,21.479787450457,10.4571641448460006,21.479787450457,1,,
,,,,,,,,11.033386816427,107,11.033386816427,6,11.679807835223,49,21.579787450457,1,21.679787450457,10.6464006340299981,21.679787450457,1,,
,,,,,,,,11.139169457762,108,11.139169457762,6,11.779807835223,49,21.779787450457,1,21.879787450457,10.74061799269500023,21.879787450457,1,,
,,,,,,,,11.16259960964,109,11.16259960964,7,11.879807835223,50,21.979787450457,1,22.079787450457,10.91718784081700019,22.079787450457,1,,
,,,,,,,,11.263401534182,110,11.263401534182,7,11.979807835223,50,22.179787450457,1,22.279787450457,11.0163859162749986,22.279787450457,1,,
,,,,,,,,11.280992888725,111,11.280992888725,7,12.079807835223,51,22.379787450457,1,22.479787450457,11.19879456173200079,22.479787450457,1,,
,,,,,,,,11.817002923749,112,11.817002923749,3,12.179807835223,51,22.579787450457,1,22.679787450457,10.86278452670799762,22.679787450457,1,,
,,,,,,,,11.922877195258,113,11.922877195258,3,12.279807835223,52,22.779787450457,1,22.879787450457,10.95691025519899848,22.879787450457,1,,
,,,,,,,,12.010068780621,114,12.010068780621,3,12.379807835223,52,22.979787450457,1,23.079787450457,11.0697186698359999,23.079787450457,1,,
,,,,,,,,12.039276833948,115,12.039276833948,4,12.479807835223,53,23.179787450457,1,23.279787450457,11.24051061650899891,23.279787450457,1,,
,,,,,,,,12.092783301656,116,12.092783301656,4,12.579807835223,53,23.379787450457,1,23.479787450457,11.38700414880099738,23.479787450457,1,,
,,,,,,,,12.155577459755,117,12.155577459755,5,12.679807835223,54,23.579787450457,1,23.679787450457,11.52420999070199765,23.679787450457,1,,
,,,,,,,,12.219955559915,118,12.219955559915,5,12.779807835223,54,23.779787450457,1,23.879787450457,11.65983189054199795,23.879787450457,1,,
,,,,,,,,12.247983260763,119,12.247983260763,6,12.879807835223,55,23.979787450457,1,24.079787450457,11.83180418969399733,24.079787450457,1,,
,,,,,,,,12.34566966817,120,12.34566966817,6,12.979807835223,55,24.179787450457,1,24.279787450457,11.93411778228700008,24.279787450457,1,,
,,,,,,,,12.362982413785,121,12.362982413785,7,13.079807835223,56,24.379787450457,1,24.479787450457,12.1168050366719981,24.479787450457,1,,
,,,,,,,,12.404232536777,122,12.404232536777,7,13.179807835223,56,24.579787450457,1,24.679787450457,12.27555491368000057,24.679787450457,1,,
,,,,,,,,12.415928077756,123,12.415928077756,8,13.279807835223,57,24.779787450457,1,24.879787450457,12.46385937270099825,24.879787450457,1,,
,,,,,,,,12.528244907909,124,12.528244907909,8,13.379807835223,57,24.979787450457,1,25.079787450457,12.55154254254799888,25.079787450457,1,,
,,,,,,,,12.635052127624,125,12.635052127624,8,13.479807835223,58,25.179787450457,1,25.279787450457,12.64473532283300011,25.279787450457,1,,
,,,,,,,,12.673207711961,126,12.673207711961,9,13.579807835223,58,25.379787450457,1,25.479787450457,12.80657973849599781,25.479787450457,1,,
,,,,,,,,12.688078938886,127,12.688078938886,9,13.679807835223,59,25.579787450457,1,25.679787450457,12.99170851157099798,25.679787450457,1,,
,,,,,,,,12.838742472213,128,12.838742472213,9,13.779807835223,59,25.779787450457,1,25.879787450457,13.04104497824399893,25.879787450457,1,,
